name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Hanoi,2019-09-03,33,26.6,29.5,38.1,26.6,33.4,23.2,69.6,0.43,100,12.5,rain,0,0,45.4,19.4,349.5,1005.2,71.7,10,186.1,16.1,7,,2019-09-03T05:40:34,2019-09-03T18:11:27,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-04,31.8,27.5,29.5,37.8,31.4,34.5,24.1,73.1,0.121,100,8.33,rain,0,0,44.6,11.2,321,1003.3,81.5,9.8,106.2,9.2,6,,2019-09-04T05:40:49,2019-09-04T18:10:33,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-05,35.5,27,30.7,42.4,30.6,36.5,24.7,72.3,2.7,100,12.5,rain,0,0,32.8,13.9,315,1002.8,46.8,9.5,244.9,21.1,8,,2019-09-05T05:41:04,2019-09-05T18:09:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-06,36,27,31.1,42.3,30.6,36.9,24.7,70.9,0.1,100,4.17,rain,0,0,16.9,13,114.8,1002.6,21.8,8.8,268.8,23.2,9,,2019-09-06T05:41:19,2019-09-06T18:08:44,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-07,36,27.5,31.4,44.7,32.4,38.4,25.3,71.4,0,0,0,,0,0,20.2,17.6,117,1003.3,36.5,9.1,247.9,21.3,9,,2019-09-07T05:41:34,2019-09-07T18:07:48,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-08,35.5,28,30.9,45.6,32.4,39,26.4,78.1,0.983,100,4.17,rain,0,0,23,20.5,112.9,1002.6,51.7,9.6,190.8,16.6,7,,2019-09-08T05:41:48,2019-09-08T18:06:53,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-09,35.2,27,29.6,45.8,30.3,37,26.3,83,0.098,100,4.17,rain,0,0,33.5,14.8,87.3,1001.8,60.6,9.9,157.8,13.6,7,,2019-09-09T05:42:03,2019-09-09T18:05:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-10,28.8,25,26.4,37,25,28.2,24.7,90.7,6.333,100,16.67,rain,0,0,19.8,17.5,58.9,1005.3,72.9,9.6,98.4,8.5,4,,2019-09-10T05:42:17,2019-09-10T18:05:01,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-11,30.5,25.5,26.9,38.3,25.5,29.2,24.8,88.4,7.968,100,16.67,rain,0,0,37.1,17.5,55,1010.2,65.7,9.5,154.1,13.2,6,,2019-09-11T05:42:32,2019-09-11T18:04:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-12,34,25,29.1,40.2,25,33.4,25,80.3,9.842,100,12.5,rain,0,0,20.2,13,95.6,1010.1,36.1,9.3,220.9,19.2,9,,2019-09-12T05:42:46,2019-09-12T18:03:08,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-13,33.5,26,29.6,39.3,26,33.8,24.5,75.3,0,0,0,,0,0,18,12.1,106.7,1008.5,22.6,8.5,260.9,22.5,9,,2019-09-13T05:43:00,2019-09-13T18:02:12,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-14,35,25.7,30.1,43.7,25.7,33.9,23.8,71,0,0,0,,0,0,17.3,9.6,1.6,1008.4,15.7,8.6,257.3,22.2,9,,2019-09-14T05:43:15,2019-09-14T18:01:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-15,35.1,26,30.1,40.6,26,35,24.4,73.1,0,0,0,,0,0,15.8,13,40.1,1007.8,16.2,7.8,273.2,23.5,9,,2019-09-15T05:43:29,2019-09-15T18:00:18,0.53,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-16,34,27,29.8,41.3,29.9,35.3,24.7,74.9,2.948,100,4.17,rain,0,0,22.7,14.8,91.9,1007.5,35.6,8.7,241.2,20.8,8,,2019-09-16T05:43:43,2019-09-16T17:59:21,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-17,33.7,26,29.8,40.6,26,34.8,24.7,75.5,0.7,100,16.67,rain,0,0,18.7,14.8,40,1008.8,18.2,8.4,232.8,20,9,,2019-09-17T05:43:58,2019-09-17T17:58:24,0.6,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-18,33,25,28.1,39.9,25,31.7,24.6,82.1,0.262,100,4.17,rain,0,0,28.8,13,342,1011.3,49.1,9.3,126.4,10.9,6,,2019-09-18T05:44:12,2019-09-18T17:57:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
Hanoi,2019-09-19,28.9,24,26.1,33.8,24,27.2,24.4,90.6,69.777,100,8.33,rain,0,0,24.5,9.7,310.6,1012.5,50.9,7.2,174.4,15,7,,2019-09-19T05:44:26,2019-09-19T17:56:30,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
Hanoi,2019-09-20,32.4,24.5,28.1,37.8,24.5,31.2,24,79.5,0.197,100,4.17,rain,0,0,30.2,11,310.6,1010.9,37.7,8.1,216.6,18.7,8,,2019-09-20T05:44:41,2019-09-20T17:55:33,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-21,32.1,25.9,28.5,33.5,25.9,29.7,20.4,63.3,0,0,0,,0,0,31.7,17.2,347.1,1012.2,25.3,11.5,252.1,21.6,9,,2019-09-21T05:44:55,2019-09-21T17:54:35,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-22,32,24,28,31.6,24,27.9,17,53.3,0,0,0,,0,0,33.5,16.6,0.1,1015.1,20.3,12.1,267.4,23.1,9,,2019-09-22T05:45:10,2019-09-22T17:53:38,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-23,31.5,22,26.7,31.1,22,26.7,17.9,61.7,0,0,0,,0,0,31.7,16.6,16.3,1017.3,8,11.6,272.7,23.6,9,,2019-09-23T05:45:24,2019-09-23T17:52:41,0.81,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-24,32.1,21,26.7,32.5,21,27.1,18.4,63.2,0,0,0,,0,0,22.3,9.4,347.4,1017.9,6.9,9.6,271.2,23.5,9,,2019-09-24T05:45:39,2019-09-24T17:51:44,0.84,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-25,32.8,22,27.1,34,22,27.5,19.4,65.7,0,0,0,,0,0,22.3,15.6,342.3,1017.8,3.2,8.2,269.3,23.4,9,,2019-09-25T05:45:54,2019-09-25T17:50:48,0.88,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
Hanoi,2019-09-26,32,22.5,27.1,32.7,22.5,27.8,20,67.3,0,0,0,,0,0,19.4,13,304.5,1017.4,33,8.3,231.4,20.1,9,,2019-09-26T05:46:09,2019-09-26T17:49:51,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-27,32,23.5,27.5,32.7,23.5,27.8,19.6,64.5,0,0,0,,0,0,19.4,10.3,317.3,1017.1,19.1,8.2,255.8,22.1,9,,2019-09-27T05:46:24,2019-09-27T17:48:55,0.95,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-28,33.1,22,27.3,34.1,22,27.8,19.7,65.8,0,0,0,,0,0,21.2,10.3,318.6,1015.7,10.7,8.2,255.9,22,9,,2019-09-28T05:46:40,2019-09-28T17:47:58,0.98,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-29,33.7,22,27.6,34.6,22,28.3,19.8,65.3,0,0,0,,0,0,20.2,13.9,298.9,1014,0.2,7.7,272.1,23.4,9,,2019-09-29T05:46:56,2019-09-29T17:47:02,0,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-09-30,33.9,22.5,28.1,35.5,22.5,29.2,20.4,65.9,0,0,0,,0,0,20.5,14.8,132.3,1010.5,2.6,6.5,271.3,23.5,9,,2019-09-30T05:47:11,2019-09-30T17:46:07,0.05,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-01,33.8,24,28.3,35.7,24,29.7,21.2,67.4,0,0,0,,0,0,27.7,16.7,101.1,1009.8,1.1,6.5,263.8,22.7,9,,2019-10-01T05:47:27,2019-10-01T17:45:11,0.08,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-02,32,25,28.2,38.2,25,31.4,23.7,77.3,1.3,100,16.67,rain,0,0,24.8,16.6,98.5,1010.2,46,6.5,188,16.3,7,,2019-10-02T05:47:44,2019-10-02T17:44:16,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-03,28,22.5,25.7,32.6,22.5,26.7,23.3,87.1,9.832,100,8.33,rain,0,0,19.4,13.9,91.4,1010.8,63.5,8.5,88.6,7.7,4,,2019-10-03T05:48:00,2019-10-03T17:43:21,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-04,30.4,23.5,25.6,37,23.5,26.6,23.6,88.9,37.14,100,12.5,rain,0,0,20.5,14.8,86.7,1010.7,58.9,6.9,82.4,7,3,,2019-10-04T05:48:17,2019-10-04T17:42:27,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-05,31.8,23,27.2,36.2,23,29.3,22.8,78.4,0.336,100,4.17,rain,0,0,25.2,15.7,124,1011.9,33.7,7.9,172,15,7,,2019-10-05T05:48:34,2019-10-05T17:41:33,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-06,32.8,24.5,28.3,36.4,24.5,30.2,22.6,73.1,0.8,100,20.83,rain,0,0,21.2,12.1,82.2,1013.2,30.4,8.2,211.4,18.4,7,,2019-10-06T05:48:52,2019-10-06T17:40:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-07,32.5,23.5,27,36,23.5,28.6,22.5,77.6,4.9,100,33.33,rain,0,0,33.8,20.3,6.8,1013.4,35.4,9.1,208.3,18,8,,2019-10-07T05:49:09,2019-10-07T17:39:46,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-08,27,24.5,25.8,29.9,24.5,26.4,23.4,86.6,9.542,100,8.33,rain,0,0,20.5,14.8,351.8,1014.9,76.3,8.8,35.6,3,1,,2019-10-08T05:49:28,2019-10-08T17:38:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-09,27.3,23,24.8,30.5,23,24.9,22.9,89.7,17.982,100,8.33,rain,0,0,21.6,14.8,306.5,1013.9,58.8,9.3,95.1,8.2,5,,2019-10-09T05:49:46,2019-10-09T17:38:01,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-10,32.5,24,27.5,37.4,24,29.6,23.3,79.6,0.098,100,4.17,rain,0,0,26.3,20.3,111.4,1012.1,31.9,8.2,197.8,17.2,7,,2019-10-10T05:50:05,2019-10-10T17:37:09,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-11,33,24.5,28.6,37,24.5,31.5,23.6,76,0.3,100,8.33,rain,0,0,27.7,16.6,121.3,1011.1,28.1,9.6,201,17.4,8,,2019-10-11T05:50:24,2019-10-11T17:36:18,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-12,32.5,25,28.2,37.1,25,30.7,23.8,78.6,0.3,100,8.33,rain,0,0,24.8,15.7,103.4,1011.2,47.2,10.1,188.3,16.2,7,,2019-10-12T05:50:43,2019-10-12T17:35:27,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-13,31.6,24.9,27.4,35.1,24.9,29.1,23.1,78.4,3.5,100,58.33,rain,0,0,23.4,18.5,37.7,1013.7,51.4,9.1,158.8,13.6,6,,2019-10-13T05:51:03,2019-10-13T17:34:37,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-14,30,24,26.7,33.3,24,28.1,21.8,75.1,1.07,100,8.33,rain,0,0,26.6,16.6,9.8,1017.3,60.3,9.9,120.6,10.3,5,,2019-10-14T05:51:24,2019-10-14T17:33:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-15,27.5,24,25.5,29.3,24,25.9,20.7,74.8,0.793,100,12.5,rain,0,0,29.5,13.9,354.9,1018.6,73.3,9.8,48.4,4.2,3,,2019-10-15T05:51:44,2019-10-15T17:32:59,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-16,30.1,24,26.5,33.4,24,27.5,21.9,77,5.93,100,8.33,rain,0,0,20.2,12.1,359.3,1017.5,59,8.6,155.7,13.4,6,,2019-10-16T05:52:05,2019-10-16T17:32:11,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-17,29.5,23.9,25.8,33,23.9,26.6,22.6,83.2,3.035,100,12.5,rain,0,0,26.6,16.6,34.7,1016.7,62.5,7.3,144.4,12.5,6,,2019-10-17T05:52:27,2019-10-17T17:31:23,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-18,26.5,22,23.9,26.5,22,23.9,19.2,75.4,0.168,100,8.33,rain,0,0,27.7,25.9,4.8,1018.2,58,9.9,137.2,11.9,7,,2019-10-18T05:52:49,2019-10-18T17:30:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-19,30.5,21,25.2,31.1,21,25.5,18.9,70.3,0,0,0,,0,0,20.2,12.1,359.8,1017.6,22.9,11.1,192.8,16.5,8,,2019-10-19T05:53:12,2019-10-19T17:29:51,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-20,30.6,22,26.3,32.6,22,27.3,21.1,74.4,0,0,0,,0,0,17.6,14.8,107.9,1015.6,24.8,8.6,190,16.3,6,,2019-10-20T05:53:35,2019-10-20T17:29:06,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-21,30.6,24,26.9,33.9,24,28.3,22.6,78.4,0.8,100,25,rain,0,0,26.3,16.6,105.9,1012.2,41.9,6.5,181,15.7,7,,2019-10-21T05:53:58,2019-10-21T17:28:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-22,32,24,27.8,35.6,24,30,22.8,75.7,0.1,100,4.17,rain,0,0,33.8,17.5,130.8,1008.7,40.9,9.4,194.3,16.7,8,,2019-10-22T05:54:22,2019-10-22T17:27:38,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-23,32,25,28.5,38.3,25,32.1,24.2,78.1,3.6,100,33.33,rain,0,0,30.2,20.3,115.4,1008.6,68.2,9.8,127.7,11,5,,2019-10-23T05:54:47,2019-10-23T17:26:55,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-24,25,21.5,22.8,25,21.5,22.8,20,84.2,3.004,100,8.33,rain,0,0,21.6,19.4,33.1,1014.1,82.1,9.9,22.7,2,1,,2019-10-24T05:55:12,2019-10-24T17:26:13,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-25,26,22,23.7,26,22,23.7,20.4,82.1,0.8,100,20.83,rain,0,0,16.2,11.2,348.9,1015.9,64.5,8.5,66.6,5.9,3,,2019-10-25T05:55:37,2019-10-25T17:25:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-26,29.5,23,25.5,32.7,23,26.4,22.4,83.6,0.11,100,8.33,rain,0,0,20.5,8.3,18.6,1015.6,64.7,6.7,64.5,5.5,3,,2019-10-26T05:56:03,2019-10-26T17:24:53,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-27,29.3,24,26.2,33.2,24,27.4,22.8,82.2,2.22,100,12.5,rain,0,0,28.1,17.6,109.8,1014,59.7,7.3,80.7,7,5,,2019-10-27T05:56:30,2019-10-27T17:24:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-28,25.1,19.5,22,25.1,19.5,22,19.9,88.1,12.843,100,12.5,rain,0,0,35.3,28.8,24.6,1016.5,81,8,33.7,2.9,1,,2019-10-28T05:56:57,2019-10-28T17:23:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-29,28.3,18.5,23,27.7,18.5,23,15.4,65.7,0.002,100,4.17,rain,0,0,33.5,18.5,337.6,1017.5,42.4,10,226.8,19.6,8,,2019-10-29T05:57:24,2019-10-29T17:22:59,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-30,28.5,17,22.4,27.7,17,22.2,14.4,64.8,0,0,0,,0,0,24.5,13,344.6,1016.9,38.3,9.7,234.9,20.2,8,,2019-10-30T05:57:52,2019-10-30T17:22:23,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-10-31,26.9,17,22.1,26.8,17,22.1,14.7,65.5,0,0,0,,0,0,23,13.9,355,1016.3,69.4,9.3,130.5,11.2,5,,2019-10-31T05:58:21,2019-10-31T17:21:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-01,20,18,19.4,20,18,19.4,18.5,94.5,22.018,100,16.67,rain,0,0,25.2,13.9,296.7,1016.5,72.2,6.6,33.4,2.8,2,,2019-11-01T05:58:50,2019-11-01T17:21:14,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-02,24,19.9,21.7,24,19.9,21.7,20.2,91.3,3.063,100,8.33,rain,0,0,28.4,15.7,297,1015.4,74.6,8.1,44.6,3.8,3,,2019-11-02T05:59:20,2019-11-02T17:20:42,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-03,27.5,21,23.9,29.5,21,24.2,21,84.3,0.098,100,4.17,rain,0,0,24.1,12.1,310.9,1015.4,62.8,8.2,149,13,6,,2019-11-03T05:59:50,2019-11-03T17:20:10,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-04,28.5,21.8,24.7,29.2,21.8,24.8,18.3,69.4,0,0,0,,0,0,27.7,17.5,8.1,1016,26,10.3,186.6,16.1,7,,2019-11-04T06:00:21,2019-11-04T17:19:40,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-05,28,19.8,23.4,27.5,19.8,23.3,14.8,61.4,0,0,0,,0,0,23.4,16.6,27.3,1014,1.2,9.9,222.1,19.2,8,,2019-11-05T06:00:52,2019-11-05T17:19:10,0.26,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-06,28,18,23.3,28.3,18,23.4,17.2,70.5,0,0,0,,0,0,18.7,11.2,85.9,1011.7,14.8,7,196.7,17.2,8,,2019-11-06T06:01:24,2019-11-06T17:18:42,0.29,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-07,28,22,24.6,28.4,22,24.7,17.6,66.1,0,0,0,,0,0,27.7,17.6,12.5,1015.4,28.5,8.1,180.3,15.5,7,,2019-11-07T06:01:56,2019-11-07T17:18:15,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-08,27.1,20.5,23.6,27.1,20.5,23.6,15.2,60.9,0,0,0,,0,0,26.3,14.8,17.2,1018.2,42.5,8.8,213.9,18.4,8,,2019-11-08T06:02:29,2019-11-08T17:17:50,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-09,27,17.5,22,26.9,17.5,22,15,67.5,0,0,0,,0,0,18,11.2,30.6,1017.7,12.7,7.8,211.6,18.1,8,,2019-11-09T06:03:02,2019-11-09T17:17:25,0.39,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-10,27.2,17,22,27.3,17,22.1,15.9,70.9,0,0,0,,0,0,24.8,13,319.9,1016.5,15.9,7.5,208.2,18.1,8,,2019-11-10T06:03:36,2019-11-10T17:17:02,0.42,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-11,28.5,17.5,22.5,28.3,17.5,22.5,16.7,73,0,0,0,,0,0,17.3,7.6,338.3,1013.5,25.5,7.1,212.5,18.6,8,,2019-11-11T06:04:10,2019-11-11T17:16:40,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-12,28,18.5,23.4,29.2,18.5,23.7,18.7,76,0,0,0,,0,0,16.2,11.6,109.8,1013.6,49.5,6.1,137.2,11.8,6,,2019-11-12T06:04:45,2019-11-12T17:16:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-13,27,21,24.1,29.4,21,24.2,21.8,87.2,0.197,100,4.17,rain,0,0,46.4,19.4,28.7,1017.8,69.9,5.6,112.7,9.9,6,,2019-11-13T06:05:20,2019-11-13T17:16:00,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-14,23.5,19.5,21.2,23.5,19.5,21.2,17.2,78.1,15.738,100,8.33,rain,0,0,25.2,18.5,15.8,1020.6,75.1,10,35.7,3.1,1,,2019-11-14T06:05:55,2019-11-14T17:15:42,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-15,27,18,22.8,28.1,18,22.9,18.1,76.1,0,0,0,,0,0,24.8,14.8,116.4,1015.3,27.6,8.6,161.5,13.9,7,,2019-11-15T06:06:31,2019-11-15T17:15:25,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-16,28.5,22,24.9,30.4,22,25.4,20.8,78.9,0,0,0,,0,0,32.8,21.4,130.9,1012,64.5,7.2,137.9,11.9,5,,2019-11-16T06:07:07,2019-11-16T17:15:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-11-17,30,23,26.2,33.3,23,27.3,22.3,80.3,0.1,100,4.17,rain,0,0,32.8,16.6,131.5,1010.7,49,8.3,140.3,12,5,,2019-11-17T06:07:44,2019-11-17T17:14:55,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
